titulo,data,conteudo
Autoridades de São João de Meriti discutem atuação dos Conselhos Comunitários de Segurança no Município,Renata Fortes e Débora Agualuza25/03/2008 16:09h,"




Foto: Divulgação ISP
Representantes comunitários confraternizam durante o Café 
Com o propósito de discutir soluções integradas de Segurança Pública, estreitando as relações entre as corporações e a população, foi realizada na manhã de terça-feira, 25/03, a reunião do Conselho Comunitário em São João de Meriti, na Baixada Fluminense. 
Em clima de confraternização, mais de 50 líderes Meritienses foram recebidos com um café da manhã no 21º Batalhão da Polícia Militar. Estavam presentes a Presidente do Conselho local, Mirian Rodrigues; o Delegado da 64ª DP, André Drummond; o Coordenador dos CCS, Ten. Cel. Paulo Augusto Teixeira; o Comandante do Batalhão da área, Ten. Cel. Vilaça, além de outras autoridades ligadas à segurança pública.




Foto: Divulgação ISP
Palestrantes do CCS em São João de Meriti 
De acordo com a Presidente do Conselho Comunitário, Miriam Rodrigues, as reuniões são de extrema importância para a democracia, pois conclamam a sociedade a intervir com consciência nas políticas públicas implantadas no Município.
Miriam ressaltou algumas bandeiras do Conselho Comunitário, sugerindo a data de inauguração da Delegacia Legal e da DEAM (Delegacia de Atendimento Especial à Mulher), para o dia 30 de Abril, pois nesta ocasião comemora-se o Dia da Baixada Fluminense e também o Dia Nacional da Mulher. “São João de Meriti, através do trabalho do CCS, estará recebendo um belo presente. A dignidade no atendimento à mulher é uma grande conquista para a sociedade”.




Foto: Divulgação ISP
Participantes do Conselho
O Ten. Cel. Teixeira afirmou que as mudanças no Instituto de Segurança Pública possibilitarão maior eficiência no diagnóstico dos problemas da região. “A partir de agora vem sendo propagada uma nova perspectiva de cada área, facilitando assim, a criação de novas estratégias no combate de delitos específicos”.
Como desafio de sua gestão na Coordenação dos CCS, o Ten. Cel. Teixeira pretende ampliar a participação da sociedade civil, com o maior número possível de Conselhos Comunitários de Segurança. 
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
Instituto de Segurança Pública (ISP) divulga Relatório Temático de Bala Perdida de 2007,Renata Fortes e Carolina Boechat31/03/2008 15:40h,"
O Relatório Temático divulgado pelo ISP tem como objetivo apresentar o número de vítimas de bala perdida no ano de 2007, fazendo análise comparativa com o ano anterior.
De acordo com os estudos, 279 pessoas foram vítimas de bala perdida, sendo 21 delas fatais e 258 não fatais, durante todo o ano passado. Entre as vítimas fatais, 16 (76,2%) eram do sexo masculino e 5 (23,8%) do sexo feminino. Já em relação às vítimas não fatais, 202 (78,3%) eram homens. Deste percentual, 79,5% foram vítimas lesionadas em vias públicas. Cabe acrescentar que, em comparação ao mesmo período do ano de 2006, houve um acréscimo de 2 vítimas fatais e outras 53 não fatais.
Estas e outras informações referentes ao Relatório Temático de Bala Perdida do ano de 2007 já estão disponibilizadas, na íntegra, em nosso site. Para download clique aqui.
 
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
Conselho Comunitário da 4ª AISP promove encontro no Centro Luiz Gonzaga de Tradições Nordestinas,"Renata Fortes, Carolina Boechat e Débora Agualuza02/04/2008 18:05h","




Foto: Zeca Porto
Participantes da reunião do CCS no Pavilhão de São Cristóvão 
Representantes de diversos órgãos Estaduais e Municipais, como a Policial Militar, Polícia Civil, a Guarda Municipal, o Exército, entre outros, estiveram presentes no restaurante Mandacaru, dentro do Pavilhão de São Cristóvão, para participar da 4ª reunião do ano do Conselho Comunitário de Segurança (CCS) da AISP 4. O objetivo foi ouvir as reivindicações dos moradores dos bairros de São Cristóvão, Mangueira, Vasco da Gama e Caju e buscar as devidas soluções para cada caso específico.  
O presidente do Instituto de Segurança Pública, Tenente Coronel Mário Sérgio, iniciou o encontro elogiando os trabalhos desenvolvidos na Feira de São Cristóvão, ressaltando a importância da cultura nordestina para o cenário cultural brasileiro. Em relação ao CCS, o presidente reafirmou o compromisso do Instituto de Segurança Pública (ISP), em receber a população para debater eventuais problemas relacionados à área de segurança pública local. 
As principais reivindicações dos moradores foram relacionadas ao entorno do Pavilhão de São Cristóvão: a presença de menores infratores, a prostituição infantil, a exploração sexual e o aumento do patrulhamento nas proximidades do local. 




Foto: Zeca Porto
Representantes do Conselho da AISP 04 
Durante o evento, o Coordenador dos Conselhos Comunitários, Ten. Cel. Paulo Teixeira,  ressaltou a importância do encontro com a comunidade, afirmando que a confiança estabelecida entre os órgãos de segurança e a população são de grande importância para que os problemas encontrados sejam elucidados de forma mais ágil.
Como desafio para a nova Coordenação dos CCS, está a ampliação da participação da sociedade civil nos Conselhos Comunitários e a implantação do maior número possível de Conselhos no Estado do Rio de Janeiro.
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
Reunião define 1ª Diretoria do Conselho Comunitário de Segurança em Seropédica,Renata Fortes e Carolina Boechat04/04/2008 15:40h,"




Foto: Ascom/ISP
Participantes da reunião do CCS em Seropédica 
Representantes da comunidade e autoridades de Seropédica se reuniram nesta quinta-feira, 03.04.08, para eleger os membros da 1ª Diretoria do Conselho Comunitário de Segurança da região. Foi definida durante o evento a nomeação para os cargos de Presidência, Vice-Presidência, 1ª Secretaria, 2ª Secretaria e Direção Social e de Assuntos Comunitários.
O gerente da Coordenadoria dos Conselhos, Dr. Marcus Veloso, afirmou que a escolha dos membros que irão compor a diretoria do Conselho é um grande passo na luta contra os problemas de segurança pública enfrentados pela população local. [Ouça aqui]
Já o Comandante do 24º Batalhão de Queimados, Ten. Cel. Lima Castro, ressaltou que o empenho de todas as partes envolvidas, fará com que o Município encontre soluções definitivas para os problemas que aflingem a região.




Foto: Ascom/ISP
Alguns representantes comunitários de Seropédica 
Membros da Associação Comercial Agro-Pastoril de Seropédica (ACIAPS), da Fundação Regional da Associação de Moradores (FRAMS), do Conselho da Cidade (CONCIS) e do Conselho dos Direitos da Mulher (CDMS), além de outros representantes comunitários, decidiram estabelecer, o mais breve possível, as questões prioritárias de segurança pública locais. O objetivo da medida é acelerar o processo de desenvolvimento do CCS da região.
Ainda este mês acontecerá um novo encontro, com a presença do Presidente do Instituto de Segurança Pública (ISP), Ten. Cel. Mário Sérgio Duarte, para que os primeiros membros do CCS de Seropédica sejam empossados.
 
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
ISP participa da Semana da Cultura da Paz na UERJ,Thales Pontes Luz e Renata Fortes08/04/2008 15:47h,"
No intuito de colaborar com o debate sobre a segurança pública no Estado, o Instituto de Segurança Pública (ISP), está promovendo uma parceria com a “Semana da Cultura da Paz”, uma iniciativa do Diretório Central de Estudantes (DCE) da UERJ.
O ISP doou para o DCE da Instituição 100 exemplares da publicação “Polícia e Comunidade”, a fim de serem distribuídos entre os freqüentadores do evento, cujo tema, este ano, é “Cultura e Segurança Pública”.
Também foi cedido ao Diretório de Estudantes da UERJ um banner com as principais atividades do ISP. O objetivo do material é promover a difusão institucional durante os dias do evento. 
A Semana Cultural vai até o dia 11 de abril, e contará com debates, exibição de filmes, entre outras atividades voltadas à segurança pública em sua totalidade.
Temas como “Política de Segurança do Estado” (dia 9, às 10h), Criminalização dos Movimentos Sociais” (dia 10, às 10h), “Violência Doméstica” (dia 11, às 10h), entre outros, serão abordados por representantes e autoridades no auditório número 13 da Universidade.
Também está prevista a exibição de filmes e documentários, todos com a entrada franca. Mais informações sobre o evento podem ser obtidas através do site: www.uerj.br.
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
ISP promove reunião para Implantação de Conselho Comunitário de Segurança em Maricá,Renata Fortes e Carolina Boechat10/04/2008 15:53h,"
Diversos representantes da região de Maricá estiveram presentes em uma audiência, nesta quarta-feira, 09.04.08, na sede do Instituto de Segurança Pública (ISP). O objetivo do encontro foi estabelecer uma parceria com a gerência dos Conselhos Comunitários de Segurança (CCS), a fim de tentar amenizar os problemas relacionados à segurança pública enfrentados no município atualmente.
Entre as principais queixas dos moradores, está o crescimento do número de assaltos e lesões corporais, a falta de iluminação pública e a ocupação desordenada de terrenos abandonados.
De acordo com os representantes das Associações de Moradores, Cooperativas e ONG’s da região de Maricá, a presença de um Conselho Comunitário pode viabilizar a solução destas questões, já que o CCS tem como função mobilizar a sociedade na busca de respostas para os problemas relacionados à segurança pública que tanto aflingem a localidade.
O bom desempenho dos Conselhos Comunitários em outros municípios do Estado do Rio de Janeiro comprova que a mobilização da população em torno do assunto é fundamental para que novas medidas sejam adotadas. Ficou acertado então um próximo encontro, com o intuito de viabilizar, o mais rápido possível, a implantação de um Conselho Comunitário no município de Maricá.
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br

"
ISP promove Cerimônia de Posse para diretoria do Conselho Comunitário de Segurança em Seropédica,Renata Fortes e Carolina Boechat10/04/2008 15:58h,"




Foto: Gilberto Pessoa
Ten. Cel PM Mário Sérgio entrega os diplomas ao lado do Cel. Penteado e do Pres. da Câmara Municipal, Sr. Mauro de Brito 
Os representantes locais escolhidos para a Diretoria do Conselho Comunitário de Segurança de Seropédica foram apresentados formalmente à comunidade, nesta quinta-feira, 10.04.08, após cerimônia de posse no município.
Além de líderes da região, o evento contou com a participação do Presidente do Instituto de Segurança Pública (ISP), Ten. Cel. Mário Sérgio Duarte, do Presidente da Câmara Municipal, Sr. Mauro de Brito, do Comandante de Policiamento na Baixada, Cel. Penteado, além do Coordenador dos CCS, Ten. Cel. Paulo Teixeira.
A partir de agora, os cargos de Presidência, Vice-Presidência, 1ª Secretaria, 2ª Secretaria e Direção Social e de Assuntos Comunitários ficam, respectivamente, sob responsabilidade de Miguel D’Almeida Silva, Enésio Delgado de Lucas, Jorge Fernandes dos Santos, Maria Lúcia Gomes dos Santos e Maria José Sales Ferreira.
O Presidente do ISP, Ten. Cel. Mário Sérgio Duarte ressaltou que não há nada mais legítimo do que os Conselhos Comunitários. Para ele, o CCS representa uma mensagem de satisfação e esperança. [Ouça aqui]




Foto: Gilberto Pessoa
Alguns participantes do evento 
Já o Coordenador dos Conselhos, Ten. Cel. Teixeira, afirmou que chega a 60 o número de CCS espalhados pelo Estado do Rio de Janeiro. A intenção dele é que até o fim do ano mais unidades sejam implantadas, visto que o CCS é um excelente canal de comunicação entre membros da comunidade e órgãos ligados à segurança pública.[Ouça aqui]
Desta forma, Seropédica passa a ser o oitavo município da Baixada Fluminense a ser contemplado com os Conselhos. De acordo com o Presidente do Conselho, Sr. Miguel D’Almeida, a prioridade na gestão será a valorização do bem-estar da sociedade.
A cerimônia de posse terminou com a entrega de um diploma para a Diretoria do Conselho Comunitário de Seropédica. 
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
Reunião promove acordo para implantação de Conselho Comunitário de Segurança em Búzios,Renata Fortes e Carolina Boechat15/04/2008 18:15h,"
Alguns líderes comunitários da região de Búzios irão se encontrar dia 17 de abril (quinta-feira) com representantes dos Conselhos Comunitários de Segurança e autoridades policiais locais. O objetivo da reunião é o estabelecimento de uma parceria com o CCS, no intuito de minimizar os problemas relacionados à segurança pública enfrentados na localidade. 
Pesquisas apontam que crimes como furtos, homicídios, estelionatos, lesões corporais culposas e dolosas, além de roubo de veículos, vem crescendo cada vez mais na região. 
De acordo com os representantes do local, a implantação do Conselho Comunitário serviria como importante instrumento na obtenção de respostas para as questões ligadas à segurança da população. Ainda segundo os moradores de Búzios, o CCS pode mobilizar a sociedade, tornando o diálogo mais amplo entre os cidadãos e os órgãos públicos. 
A participação popular em torno do assunto confirma o grande avanço dos Conselhos Comunitários nos municípios do Rio de Janeiro. Já são 60 locais onde o CCS está implantado, e a previsão é de que este número aumente ainda mais.   
Pela manhã haverá uma reunião no batalhão da polícia militar em Cabo Frio, com autoridades das polícias civil e militar da região; já na parte da tarde, às 14horas, representantes comunitários de Búzios participarão de um encontro na delegacia local (127ª DP). 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
ISP promove terceira reunião do Fórum Permanente dos CCS da Região Metropolitana do Estado,Renata Fortes e Débora Agualuza16/04/2008 11:00h,"




Foto: Débora Agualuza/ISP
 
O Fórum Permanente dos Conselhos Comunitários de Segurança (CCS) reuniu, na manhã de terça-feira, (15/04/08), os presidentes dos Conselhos da Região Metropolitana com toda a cúpula da Secretaria de Estado de Segurança (SESEG), do Instituto de Segurança Pública (ISP) e da Ouvidoria da Polícia.
O evento, que ocorreu no auditório da SESEG, acontece trimestralmente, de acordo com a resolução nº 20 de 27 de Fevereiro de 2007, que oficializa o funcionamento do Fórum Permanente. A resolução foi assinada pelo Secretário de Segurança, Dr. José Mariano Beltrame. O objetivo do fórum é permitir que os Presidentes dos Conselhos apresentem as demandas prioritárias de cada área, além de analisarem o impacto das ações adotadas pelos órgãos de Segurança. 
Durante a reunião, cada presidente do CCS expôs os principais problemas da área responsável para o Secretário de Segurança, que, atento as reivindicações, informou que as propostas serão encaminhadas para as autoridades das Polícias Militar e Civil, de cada Área Integrada de Segurança. 
Dentre os temas tratados, o destaque foi para a solicitação de aumento do efetivo das corporações. Outra questão apresentada por diversos presidentes de Conselhos Comunitários aborda a questão social relacionada à população de rua.
O Comandante Geral da Polícia Militar no Estado do Rio de Janeiro, Cel. Gilson Pitta, afirmou que a PM não se omitirá, na medida possível, em atender os anseios das comunidades representadas pelos Presidentes dos CCS. 




Foto: Débora Agualuza/ISP

O coordenador dos CCS, Ten. Cel. Paulo Augusto Teixeira disse que a melhoria da Segurança Pública depende de toda a sociedade. “A questão de Segurança Pública não envolve só a polícia. A sociedade civil organizada influencia diretamente no combate aos problemas de segurança”.
Já o Presidente do Instituto de Segurança Pública, Ten. Cel. Mário Sérgio de Brito Duarte, reafirmou o compromisso do ISP em promover um canal direto entre a sociedade civil organizada e gestores de políticas públicas, ressaltando que discutir os problemas locais é um grande passo para combatê-los de forma mais eficaz.
Ao fim do encontro, o ISP promoveu um coffee break, proporcionando a integração dos participantes com as autoridades de segurança.
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
Pesquisa de Janeiro de 2008 apresenta queda em 10 tipos de crimes no Rio de Janeiro,Renata Fortes e Carolina Boechat18/04/2008 12:55h,"
O Instituto de Segurança Pública (ISP) divulga o balanço total dos índices de criminalidade referentes ao mês de janeiro de 2008. O Presidente do Instituto, Ten. Cel. PM Mário Sérgio de Brito Duarte, reiterou que até o início do 2º semestre os dados coletados sobre a criminalidade no Estado não serão mais divulgados com atraso. 
A equipe do ISP através do Núcleo de Pesquisa em Justiça Criminal e Segurança Pública – NUPESP, concluiu a análise dos crimes. Dos 39 itens publicados no Diário Oficial, 6 são atividades policiais; logo, o levantamento corresponde a 33 delitos analisados. Deste total, 10 tipos de ocorrências apresentaram queda e outros 14 sofreram aumento, se comparados à pesquisa divulgada no ano de 2007.
Os delitos que merecem atenção em razão da maior ou menor incidência na comparação entre 2007 e 2008, referentes ao mês de janeiro são: 

Estupro: 103 ocorrências em Janeiro de 2008 e 134 casos em Janeiro 2007. Este delito apresentou redução de 23,1% (menos 31 vítimas) em relação a janeiro de 2007. Em comparação ao mês de dezembro, houve redução de 6,4% (menos 7 vítimas). 
Atentado Violento ao Pudor: 154 ocorrências em Janeiro de 2008 e 179 casos em Janeiro 2007. Este delito apresentou redução de 14,0% (menos 25 vítimas), em relação a janeiro de 2007. Em comparação ao mês de dezembro, houve redução de 1,9% (menos 3 vítimas).
Roubo a Residência: 119 ocorrências em Janeiro de 2008 e 121 casos em Janeiro 2007. Este delito apresentou redução de 1,7% (menos 2 casos) em relação a janeiro de 2007. Em comparação ao mês de dezembro, houve redução de 5,6% (menos 7 casos).
Roubo de Veículos: 2.520 ocorrências em Janeiro de 2008 e 2.878 casos em Janeiro 2007. Este delito apresentou redução de 12,4% (menos 358 casos) em relação a janeiro de 2007. Em comparação ao mês de dezembro, houve redução de 0,6% (menos 14 casos).
Roubo a Transeunte: 5.651 ocorrências em Janeiro de 2008 e 4.270 casos em Janeiro 2007. Este delito apresentou aumento de 32,3% (mais 1.381casos) em relação a janeiro de 2007. Em comparação ao mês de dezembro, houve aumento de 5,6% (mais 299 casos). 
Roubo de Aparelho Celular: 684 ocorrências em Janeiro de 2008 e 607 casos em Janeiro 2007. Este delito apresentou aumento de 12,7% (mais 77 casos) em relação a janeiro de 2007. Em comparação ao mês de dezembro, houve aumento de 11,6% (mais 71 casos).
Homicídio Culposo no Trânsito: 202 ocorrências em Janeiro de 2008 e 186 casos em Janeiro 2007. Este delito apresentou aumento de 8,6% (mais 16 mortes) em relação a janeiro de 2007.  Em comparação ao mês de dezembro, houve uma redução de 27,6% (menos 77 mortes).
Roubo a Estabelecimento Comercial: 376 ocorrências em Janeiro de 2008 e 329 casos em Janeiro 2007. Este delito apresentou aumento de 14,3% (mais 47 casos) em relação a janeiro de 2007. Em comparação ao mês de dezembro, houve redução de 5,3% (menos 21 casos).
Para mais informações, clique aqui.
Atenção: 
A Resolução SESEG de nº 125 de 02.04.2008, reorganizou as Áreas de Policiamento da PMERJ e as Áreas Integradas de Segurança Pública (AISP), fazendo com que as delegacias 111ª DP (Sumidouro) e 112ª DP (Carmo) passem da AISP 11 para AISP 30. 
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
Representantes da comunidade e autoridades da 13ª AISP participam de reunião do Conselho Comunitário de Segurança,"Renata Fortes, Carolina Boechat e Débora Agualuza24/04/2008 18:19h","




Foto: Katiuscia Oliveira
Representantes e autoridades do Conselho Comunitário da AISP 13
O objetivo do encontro, que aconteceu na manhã de quinta-feira, dia 24/04, no Jockey Club, foi discutir medidas que contribuam para melhorar a Segurança Pública no Centro da Cidade.
De acordo com pesquisas do Instituto de Segurança Pública (ISP), a região apresenta maior incidência de roubos a transeuntes, devido a grande circulação de pessoas. 
Para auxiliar no combate à criminalidade local, o ISP está desenvolvendo métodos diferenciados de pesquisa e monitoramento da área, capazes de mapear este e outros tipos de delitos (latrocínios, homicídios dolosos e roubo de veículos) que são considerados estratégicos pela Secretaria de Segurança. A meta do ISP é criar metodologias que auxiliem nas ações das polícias, minimizando, de certa forma, os problemas causados pela falta de recursos e efetivo.   
A presidente do Conselho Comunitário da 13ª AISP, Maria João Basto Gaio, ressaltou a importância da integração entre as autoridades locais e a comunidade, “somente através da colaboração de todos é possível estabelecer melhorias significativas”.
De acordo com o Coordenador dos Conselhos Comunitários de Segurança, Ten. Cel. PM Paulo Augusto Teixeira, a articulação das organizações policiais e outros segmentos da sociedade é essencial para a construção de um novo panorama  sobre o tema.
O evento também contou com a participação do Comandante do 13º Batalhão da Polícia Militar, Ten. Cel PM. Antônio Henrique, do Titular da 5ª DP (Mem de Sá), Dr. Ricardo Codeceira Lopes, de representantes da 1ª Inspetoria da Guarda Municipal, do Ouvidor da Polícia, Dr. Luiz Sérgio Wigderowitz, entre outras autoridades.
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
ISP divulga Dossiê Mulher com dados de 2007 referentes à violência contra a mulher,"Renata Fortes, Carolina Boechat e Débora Agualuza05/05/2008 16:09h","




Foto: Débora Agualuza/ISP
Autoridades discutem a importância da elaboração do Dossiê Mulher
No Dia Nacional da Mulher, 30 de Abril, o Instituto de Segurança Pública (ISP) divulgou o Dossiê Mulher, com dados colhidos sobre a violência contra as mulheres do Estado do Rio de Janeiro durante o ano de 2007. 
A cerimônia ocorreu no auditório do Conselho Estadual dos Direitos da Mulher (Cedim) e contou com a presença do Diretor-Presidente do ISP, Tenente-Coronel PM Mário Sérgio de Brito Duarte, a Assessora Especial da Secretaria de Estado de Segurança do Rio de Janeiro, Jéssica Oliveira de Almeida, que representou o Secretário de Estado de Segurança, José Mariano Beltrame; a Presidente do Conselho Estadual dos Direitos da Mulher, Cecília Teixeira Soares; a Coordenadora das Delegacias Especializadas de Atendimento à Mulher, Inamara Pereira Costa; o Vice-Presidente do Instituto de Segurança Pública, Ten. Cel. PM, Robson Rodrigues da Silva; e a responsável pela elaboração do Dossiê Mulher, a socióloga do Instituto de Segurança Pública, Andréa Soares.
O dossiê abrange diversos tipos de delitos, como lesão corporal dolosa, ameaça, atentado violento ao pudor, estupro, homicídio doloso, violência doméstica, entre outros crimes que atingem a vida pessoal e profissional de diversas mulheres, de todas as idades e posições sociais.




Foto: Débora Agualuza/ISP
Após apresentação do Dossiê, platéia esclarece dúvidas e aplaude a conclusão do trabalho
O Diretor-Presidente do ISP, Tenente-Coronel PM Mário Sérgio de Brito Duarte, iniciou o evento afirmando que a publicação anual aumenta a visibilidade sobre a importância de combater esse tipo de violência, que constitui uma triste realidade no Estado. Desde que estes dados começaram a ser divulgados, houve um aumento de registros de ocorrências de violência contra a mulher, comprovando o impacto dos dados apurados na sociedade.
Os números possibilitam identificar em quais regiões os delitos são mais freqüentes, permitindo ações estratégicas no combate à violência contra a mulher. Divulgando esses dados, o documento mostra à sociedade que este é um problema de todos, e deve ser tratado com políticas de reeducação e prevenção. 
A coordenadora das Delegacias Especializadas de Atendimento à Mulher, Inamara Pereira Costa ressaltou que ao denunciar as ocorrências, as mulheres, beneficiadas pela lei Maria da Penha, (lei 11.240/06), garantem seus direitos à integridade física e psicológica, já que o agressor pode ser detido em flagrante e ter a prisão preventiva decretada.
A socióloga Andréia Soares, responsável pela elaboração do dossiê, observou que o maior número de casos foi registrado na Área Integrada de Segurança Pública (AISP) 15, referente ao Município de Duque de Caxias, na Baixada Fluminense. Em segundo lugar está o Município de Nova Iguaçu seguido por Belford Roxo. Na capital, o maior registro foi na área do 9º BPM, em Rocha Miranda.




Foto: Débora Agualuza/ISP
Dia Nacional da Mulher: ISP homenageia as mulheres com rosas amarelas, que simbolizam felicidade
O dossiê acusou um aumento nas denúncias de casos referentes à violência contra a mulher, de 66,2% em 2006 para 70,7% em 2007. Segundo Andréia Soares, o acréscimo é respaldado pela intensificação de campanhas de incentivo ao longo do ano passado, além do amparo promovido por uma das principais ferramentas na punição dos agressores, a Lei Maria da Penha ou Lei 11.340 de 2006, que deixa de tratar tais crimes como de menor potencial ofensivo. 
A lesão corporal dolosa, que ocorre dentro de casa, é um delito que merece ênfase por vitimar um grande número de mulheres, já que estas podem apresentar subordinação ao agressor, seja pelos laços afetivos ou pela dependência econômica. O dossiê aponta um acréscimo neste delito de 58% em 2006 para 61,6% em 2007.
Outros aspectos da apresentação da autora da pesquisa são as principais características presentes neste tipo de crime:

No perfil das vítimas e prováveis autores dos delitos analisados, destacam-se as mulheres que sofreram estupro e atentado violento ao pudor. Geralmente são mais jovens, nas fases da infância e adolescência: 

42,5% da vítimas de AVP tinham entre 0 e 11 anos; 
54,6% das vítimas de estupro tinham entre 12 e 24 anos; 
10,9% entre 0 e 11 anos;
Ficou constatado que o alto percentual de prováveis autores deste crime têm algum grau de parentesco com as vítimas nos casos de atentado violento ao pudor e estupro: 

61,1% das vítimas conheciam os acusados de AVP, sendo que 28,6% tinham algum grau de parentesco com as mesmas (18,4% pais/padrastos; 10,2% parentes); 
55,4% das vítimas conheciam os acusados de estupro, sendo que 18,4% eram pais/padrastos ou parentes e 17,2% eram companheiros ou ex-companheiros;
A maioria das mulheres vítimas de ameaça e lesão corporal dolosa eram solteiras: 

50,5% e 57,0%, respectivamente;
A faixa etária mais atingida por esses dois delitos é a de 25 a 34 anos: 

32,6% das mulheres vítimas de ameaça; 
33,8% das mulheres vítimas de lesão corporal dolosa.
Companheiros e ex-companheiros são apontados como prováveis autores na maioria dos casos de ameaça e lesão corporal dolosa: 

46,1% dos acusados de ameaça eram companheiros ou ex-companheiros; 
49,7% dos acusados de lesão corporal dolosa eram companheiros ou ex-companheiros;  
Ao encerrar o evento, o Presidente do ISP, Ten. Cel. PM Mário Sérgio de Brito Duarte, reafirmou a importância do Instituto ao desenvolver o Dossiê: “Ao divulgar estes dados o ISP está contribuindo tanto para o aumento da visibilidade do problema, quanto para o aprimoramento de políticas públicas de combate à violência contra a mulher”.
Lei Maria da Penha - 11.340/2006
Esta lei foi sancionada em agosto de 2006, pelo Presidente Luiz Inácio Lula da Silva, e entrou em vigor a partir de setembro do mesmo ano. A partir dela foram criados mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher; entre eles: maior rigor nas punições das agressões contra a mulher, o tempo máximo de detenção previsto de um foi aumentado para três anos e foi vedada a aplicação, unicamente, de pena alternativa de multa. A lei também garante que o agressor não se aproxime da vítima, impossibilitando-o de realizar novas agressões. 
São cinco as formas de violência contra a mulher: a) psicológica – quando o agressor causa dano emocional e diminuição da auto-estima que visa prejudicar e controlar as ações, comportamentos, crenças e decisões, mediante ameaça, constrangimento, humilhação, chantagem ou qualquer outro meio que lhe cause prejuízo à saúde psicológica e à autodeterminação; b) física – quando o agressor ofende a integridade ou a saúde corporal da mulher; c) sexual – quando o agressor constrange a mulher a presenciar, a manter ou a participar de relação sexual não desejada, mediante intimidação, ameaça, coação ou uso da força; d) patrimonial – quando o agressor retém, subtrai, destrói parcial ou total os objetos, instrumentos de trabalho, documentos pessoais, bens, valores e direitos ou recursos econômicos, incluindo os destinados a satisfazer as necessidades; e e) moral – quando o agressor ofende a honra da mulher (calúnia, difamação ou injúria).
Para mais informações sobre o Dossiê Mulher, clique aqui.
 
Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 3399-1164 Renata Fortes 9767.3365e-mail: rfortes@isp.rj.gov.brwww.isp.rj.gov.br
"
